instance,sharpsat_tw_const1e3,sharpsat_tw_const1e7,sharpsat_tw_form1,sharpsat_tw_form2,sharpsat_tw_form2_noact,sharpsat_tw_form2_nofreq,sharpsat_tw_form2_noact_nofreq
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-60.cnf,662.6500000000001,662.6899999999999,662.62,662.52,662.6600000000001,662.62,662.6600000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-4.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-10.cnf,1509.29,1496.46,1501.43,1500.3600000000001,1482.74,3098.63,2968.13
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-20.cnf,900.51,900.55,900.65,900.59,900.58,900.93,901.03
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-30.cnf,899.57,899.98,899.52,899.62,899.56,899.65,899.62
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-40.cnf,879.62,879.61,879.62,879.6300000000001,879.56,879.91,879.58
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-50.cnf,860.24,860.15,860.02,860.3900000000001,860.21,860.27,860.28
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-60.cnf,829.99,830.07,829.69,829.74,829.7099999999999,830.0,829.9499999999999
BayesianNetwork/DQMR/qmr-100/or-100-10-5.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-10.cnf,1170.7399999999998,1170.2,1175.06,1169.69,1164.46,1368.6200000000001,1357.3799999999999
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-20.cnf,900.64,900.7299999999999,900.54,900.5500000000001,900.73,901.01,901.33
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-30.cnf,899.6600000000001,899.64,899.49,899.5500000000001,899.7199999999999,899.63,899.6600000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-40.cnf,899.5,899.58,899.64,899.59,899.49,899.5999999999999,899.68
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-50.cnf,899.44,899.62,899.5899999999999,899.6,899.56,899.51,899.64
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-60.cnf,838.9300000000001,839.0400000000001,839.1899999999999,839.13,838.97,839.1600000000001,839.19
BayesianNetwork/DQMR/qmr-100/or-100-10-6.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-10.cnf,1128.49,1126.69,1128.8300000000002,1127.47,1121.9099999999999,1430.63,1423.78
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-20.cnf,900.14,900.13,899.97,900.1899999999999,900.11,900.4200000000001,900.53
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-30.cnf,882.58,882.4200000000001,882.5,882.46,882.52,882.41,882.4599999999999
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-40.cnf,850.21,850.14,849.96,850.19,850.1999999999999,850.21,850.1700000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-50.cnf,790.99,791.38,791.4,791.3599999999999,791.41,791.38,791.6
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-60.cnf,730.8000000000001,730.6700000000001,730.6400000000001,730.8499999999999,730.81,730.39,730.62
BayesianNetwork/DQMR/qmr-100/or-100-10-7.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-10.cnf,976.84,978.6700000000001,978.01,981.0600000000001,975.96,1022.2199999999999,1021.52
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-20.cnf,900.33,900.47,900.38,900.5,900.5500000000001,900.62,900.5400000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-30.cnf,851.2,851.4599999999999,851.27,851.32,851.3,851.44,851.4200000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-40.cnf,840.98,840.84,840.77,840.9699999999999,840.99,840.95,840.91
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-50.cnf,836.29,836.38,836.38,836.48,836.2800000000001,836.47,836.33
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-60.cnf,709.9,709.8800000000001,709.7299999999999,709.9200000000001,710.0,710.0,709.98
BayesianNetwork/DQMR/qmr-100/or-100-10-8.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-10.cnf,957.4599999999999,957.9399999999999,957.61,958.79,958.19,1048.64,1042.5700000000002
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-20.cnf,899.65,899.8,899.5500000000001,899.85,899.65,899.81,899.77
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-30.cnf,899.61,899.69,899.7099999999999,899.74,899.64,899.68,899.54
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-40.cnf,863.8000000000001,864.0,864.03,864.0500000000001,863.9499999999999,863.95,864.1
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-50.cnf,878.09,878.0600000000001,878.0100000000001,878.1099999999999,878.11,878.15,878.18
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-60.cnf,841.3100000000001,841.28,841.4,841.4499999999999,841.4499999999999,841.4,841.44
BayesianNetwork/DQMR/qmr-100/or-100-10-9.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-10.cnf,2591.0,2576.37,2546.55,2562.6899999999996,2522.23,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-20.cnf,904.01,903.99,903.86,904.0,903.81,925.3100000000001,909.03
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-30.cnf,899.77,899.73,899.71,899.8499999999999,899.74,899.8199999999999,899.81
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-40.cnf,899.7299999999999,899.6600000000001,899.66,899.6500000000001,899.72,899.76,899.73
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-50.cnf,899.4599999999999,899.51,899.49,899.63,899.63,899.52,899.61
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-60.cnf,866.09,866.2700000000001,866.18,866.24,866.11,866.24,866.29
BayesianNetwork/DQMR/qmr-100/or-100-20-10.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-10.cnf,1786.6699999999998,1780.89,1809.16,1836.1100000000001,1761.33,3613.2,3369.57
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-20.cnf,905.76,906.11,905.87,905.81,905.76,909.79,909.37
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-30.cnf,900.1899999999999,900.18,900.15,900.8599999999999,900.18,900.7199999999999,900.72
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-40.cnf,899.83,899.89,899.87,899.94,899.9300000000001,900.04,900.0600000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-50.cnf,899.55,899.6999999999999,899.6700000000001,899.7,899.65,899.75,899.69
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-60.cnf,899.59,899.55,899.45,899.5,899.59,899.61,899.6
BayesianNetwork/DQMR/qmr-100/or-100-20-1.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-10.cnf,3103.34,3033.86,3068.8399999999997,3061.39,3001.3599999999997,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf,1030.1499999999999,1027.6,1028.78,1027.79,1025.6499999999999,1425.03,1417.46
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-30.cnf,1033.78,1034.47,1030.89,1031.8,1030.23,1488.3899999999999,1476.92
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-40.cnf,899.67,899.64,899.62,899.72,899.68,899.7199999999999,899.75
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-50.cnf,844.29,844.35,844.28,844.1899999999999,844.26,844.26,844.25
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-60.cnf,831.53,831.5600000000001,831.1899999999999,831.53,831.61,831.56,831.44
BayesianNetwork/DQMR/qmr-100/or-100-20-2.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-10.cnf,966.44,965.63,965.26,966.3499999999999,964.38,1093.1499999999999,1091.7
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-20.cnf,898.2900000000001,898.61,898.72,898.29,898.43,906.39,906.03
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-30.cnf,886.04,885.98,886.06,886.0300000000001,885.72,886.54,886.5699999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-40.cnf,879.1899999999999,879.15,879.07,878.95,879.13,878.97,879.17
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-50.cnf,875.91,875.62,875.49,875.5799999999999,875.37,880.11,880.07
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-60.cnf,870.04,870.1800000000001,870.07,870.17,870.17,870.87,870.68
BayesianNetwork/DQMR/qmr-100/or-100-20-3.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-10.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-20.cnf,2236.19,2209.17,2206.52,2288.29,2228.7999999999997,4001.7,3897.81
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-30.cnf,904.47,904.55,904.53,904.54,904.56,915.47,915.07
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-40.cnf,900.0999999999999,899.9,900.02,900.17,900.06,900.32,900.26
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-50.cnf,832.76,832.98,832.86,832.87,832.91,832.83,832.9599999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-60.cnf,786.74,786.67,786.8,786.86,786.81,786.77,786.77
BayesianNetwork/DQMR/qmr-100/or-100-20-4.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-10.cnf,970.6,969.78,973.01,970.06,969.0699999999999,999.24,998.49
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-20.cnf,903.15,902.92,903.27,902.97,903.07,905.5200000000001,905.49
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-30.cnf,905.9399999999999,905.9599999999999,905.91,905.97,905.86,911.78,911.59
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-40.cnf,883.7700000000001,883.8599999999999,883.6899999999999,883.73,883.6600000000001,883.8,883.85
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-50.cnf,899.5899999999999,899.63,899.5300000000001,899.61,899.6,899.5899999999999,899.63
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-60.cnf,899.6099999999999,899.57,899.55,899.4399999999999,899.5500000000001,899.49,899.5899999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-5.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-10.cnf,1242.69,1250.67,1242.0,1241.2199999999998,1229.98,1537.48,1532.62
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-20.cnf,917.24,917.2099999999999,917.38,916.95,916.6899999999999,926.15,925.44
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-30.cnf,900.68,900.65,900.6800000000001,900.6400000000001,900.68,901.55,901.5600000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-40.cnf,865.24,865.49,865.2299999999999,865.43,865.4000000000001,865.3900000000001,865.38
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-50.cnf,851.53,851.6,851.42,851.69,851.63,851.6899999999999,851.6600000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-60.cnf,862.5400000000001,862.09,861.85,862.05,861.99,862.01,862.01
BayesianNetwork/DQMR/qmr-100/or-100-20-6.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-10.cnf,2225.2799999999997,2246.12,2238.8300000000004,2261.85,2213.29,3590.24,3500.9700000000003
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-20.cnf,910.2900000000001,910.24,910.7900000000001,910.1999999999999,910.05,919.18,918.4799999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-30.cnf,899.65,899.76,899.7199999999999,899.78,899.85,899.9,899.98
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-40.cnf,882.23,882.26,882.1600000000001,882.32,882.1999999999999,882.3199999999999,882.16
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-50.cnf,880.33,880.31,880.1800000000001,880.33,880.58,880.2399999999999,880.25
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-60.cnf,463.08,463.19,463.14,463.24,463.18,463.09999999999997,463.15999999999997
BayesianNetwork/DQMR/qmr-100/or-100-20-7.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-10.cnf,1434.17,1434.79,1435.43,1432.26,1423.71,2562.36,2519.34
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-20.cnf,913.9399999999999,913.89,913.86,938.37,913.72,918.0300000000001,917.64
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-30.cnf,899.83,900.12,900.1,900.13,900.1099999999999,900.34,900.3499999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-40.cnf,899.8900000000001,899.99,899.83,900.39,900.0,900.09,900.11
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-50.cnf,899.44,899.6800000000001,899.65,899.64,899.64,899.69,899.6999999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-60.cnf,899.51,899.61,899.42,899.5699999999999,899.68,899.52,899.62
BayesianNetwork/DQMR/qmr-100/or-100-20-8.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-10.cnf,3752.6,3652.0899999999997,3734.44,3659.83,3560.7000000000003,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-20.cnf,906.21,906.13,906.13,906.12,905.84,912.37,912.0
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-30.cnf,901.15,900.99,900.93,901.1800000000001,900.99,905.43,905.15
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-40.cnf,899.8199999999999,899.84,899.62,899.8100000000001,899.85,900.01,900.02
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-50.cnf,899.67,899.63,899.51,899.62,899.49,899.53,899.5699999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-60.cnf,899.55,899.59,899.5600000000001,899.62,899.61,899.6,899.55
BayesianNetwork/DQMR/qmr-100/or-100-20-9.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-10.cnf,1128.4299999999998,1128.1000000000001,1131.1200000000001,1125.8200000000002,1126.96,2423.7400000000002,2378.74
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-20.cnf,906.45,906.5899999999999,907.0699999999999,906.63,906.72,912.34,912.4100000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-30.cnf,900.0600000000001,900.15,900.13,900.14,900.25,900.6,900.4499999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-40.cnf,852.1700000000001,852.1700000000001,852.02,852.24,852.13,852.1899999999999,852.06
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-50.cnf,755.45,755.37,755.59,755.47,755.5,755.38,755.5
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-60.cnf,739.4,739.5899999999999,739.3399999999999,739.49,739.49,739.46,739.32
BayesianNetwork/DQMR/qmr-100/or-100-5-10.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-10.cnf,909.64,909.4,909.59,909.47,909.1999999999999,913.07,912.39
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-20.cnf,885.6,885.6,885.38,885.58,885.5,885.5699999999999,885.67
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-30.cnf,816.6800000000001,816.66,816.7099999999999,816.87,816.84,816.8,816.7900000000001
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-40.cnf,755.54,755.51,755.5799999999999,755.49,755.5699999999999,755.47,755.5600000000001
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-50.cnf,704.73,704.8100000000001,704.88,704.82,704.83,704.77,704.85
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-60.cnf,614.94,615.03,615.23,615.1600000000001,614.9,615.12,614.8399999999999
BayesianNetwork/DQMR/qmr-100/or-100-5-1.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-10.cnf,903.8599999999999,903.95,903.75,903.95,903.75,905.3,905.26
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-20.cnf,865.59,865.66,865.64,865.65,865.73,865.75,865.78
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-30.cnf,845.73,845.87,845.84,845.8,845.9,845.83,845.89
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-40.cnf,755.5200000000001,755.4200000000001,755.4,755.52,755.53,755.49,755.63
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-50.cnf,719.37,719.26,718.73,719.45,719.35,719.4300000000001,719.07
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-60.cnf,642.1600000000001,642.0500000000001,642.0799999999999,641.97,641.6999999999999,642.15,642.08
BayesianNetwork/DQMR/qmr-100/or-100-5-2.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-10.cnf,962.22,961.65,962.86,962.1500000000001,960.57,1005.4699999999999,1002.08
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-20.cnf,886.91,887.04,886.95,887.01,887.0600000000001,887.14,887.11
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-30.cnf,884.36,884.37,884.29,884.38,884.3299999999999,884.37,884.4
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-40.cnf,855.6,855.6800000000001,855.7099999999999,855.73,855.73,855.64,855.7900000000001
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-50.cnf,840.5200000000001,840.61,840.63,840.64,840.59,840.62,840.61
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-60.cnf,853.24,853.2099999999999,853.0600000000001,853.1899999999999,852.53,852.83,853.1500000000001
BayesianNetwork/DQMR/qmr-100/or-100-5-3.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-10.cnf,899.8,899.73,899.62,899.72,899.79,899.88,899.9
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-20.cnf,882.3000000000001,882.27,882.24,882.37,882.27,882.36,882.2600000000001
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-30.cnf,880.5799999999999,880.6600000000001,880.46,880.75,880.6,880.66,880.69
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-40.cnf,856.1500000000001,856.13,856.16,856.29,856.3000000000001,856.26,856.26
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-50.cnf,820.07,820.5500000000001,820.02,820.2099999999999,820.21,820.03,819.9699999999999
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-60.cnf,549.55,549.3499999999999,549.49,549.52,549.52,549.43,549.48
BayesianNetwork/DQMR/qmr-100/or-100-5-4.cnf,TO,TO,TO,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-10.cnf,960.4899999999999,959.78,959.4399999999999,960.43,960.38,1235.96,1228.24
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-20.cnf,906.54,907.04,906.72,906.44,906.3299999999999,952.1999999999999,951.14
