instance,sharpsat_tw_5,sharpsat_tw_60,sharpsat_tw_900,sharpsat_tw_1800
BayesianNetwork/DQMR/qmr-100/or-100-10-1-UC-60.cnf,4.1899999999999995,49.15,735.6800000000001,1471.15
BayesianNetwork/DQMR/qmr-100/or-100-10-2.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-10.cnf,934.2099999999999,974.14,1830.82,2734.71
BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-20.cnf,5.28,60.31,899.98,1799.5800000000002
BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-30.cnf,5.12,60.1,899.78,1799.3400000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-40.cnf,4.8500000000000005,57.26,857.66,1715.46
BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-50.cnf,4.64,54.53,816.49,1632.43
BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-60.cnf,3.7699999999999996,43.85,656.08,1311.45
BayesianNetwork/DQMR/qmr-100/or-100-10-3.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-10.cnf,157.30999999999997,209.6,1050.4799999999998,2192.78
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-20.cnf,6.64,61.63,901.37,1800.8700000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-30.cnf,5.02,59.05,884.1800000000001,1768.15
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-40.cnf,4.37,51.82,776.2,1552.43
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-50.cnf,3.96,46.73,699.55,1398.8300000000002
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-60.cnf,3.7700000000000005,44.27,662.52,1325.12
BayesianNetwork/DQMR/qmr-100/or-100-10-4.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-10.cnf,603.26,666.01,1500.3600000000001,2400.46
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-20.cnf,5.78,60.92,900.59,1800.2
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-30.cnf,5.05,60.04,899.62,1799.2
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-40.cnf,4.92,58.68,879.6300000000001,1759.23
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-50.cnf,4.84,57.42,860.3900000000001,1720.02
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-60.cnf,4.74,55.44,829.74,1659.66
BayesianNetwork/DQMR/qmr-100/or-100-10-5.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-10.cnf,276.14000000000004,332.38,1169.69,2074.01
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-20.cnf,6.09,61.07,900.5500000000001,1800.25
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-30.cnf,5.1,60.08,899.5500000000001,1799.36
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-40.cnf,5.04,60.02,899.59,1799.06
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-50.cnf,5.04,60.01,899.6,1798.9
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-60.cnf,4.78,56.040000000000006,839.13,1677.42
BayesianNetwork/DQMR/qmr-100/or-100-10-6.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-10.cnf,234.34,287.52,1127.47,2040.22
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-20.cnf,5.58,60.54,900.1899999999999,1799.82
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-30.cnf,4.94,58.89,882.46,1764.8000000000002
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-40.cnf,4.77,56.73,850.19,1700.18
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-50.cnf,4.4399999999999995,52.81,791.3599999999999,1582.6200000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-60.cnf,4.12,48.76,730.8499999999999,1461.21
BayesianNetwork/DQMR/qmr-100/or-100-10-7.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-10.cnf,86.04,140.92,981.0600000000001,1880.3000000000002
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-20.cnf,5.71,60.87,900.5,1800.17
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-30.cnf,4.8,56.84,851.32,1702.47
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-40.cnf,4.75,56.14,840.9699999999999,1681.92
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-50.cnf,4.69,55.81,836.48,1672.29
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-60.cnf,4.0,47.42,709.9200000000001,1419.71
BayesianNetwork/DQMR/qmr-100/or-100-10-8.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-10.cnf,64.09,119.09,958.79,1857.94
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-20.cnf,5.159999999999999,60.15,899.85,1799.32
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-30.cnf,5.08,60.07,899.74,1799.3600000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-40.cnf,4.84,57.65,864.0500000000001,1727.54
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-50.cnf,4.93,58.61,878.1099999999999,1755.5700000000002
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-60.cnf,4.75,56.18,841.4499999999999,1682.3400000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-9.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-10.cnf,1648.04,1775.15,2562.6899999999996,3456.3
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-20.cnf,9.11,64.35000000000001,904.0,1803.6000000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-30.cnf,5.17,60.19,899.8499999999999,1799.53
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-40.cnf,5.08,60.08,899.6500000000001,1799.36
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-50.cnf,5.04,60.0,899.63,1799.02
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-60.cnf,4.88,57.809999999999995,866.24,1732.29
BayesianNetwork/DQMR/qmr-100/or-100-20-10.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-10.cnf,913.59,941.61,1836.1100000000001,2700.42
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-20.cnf,11.1,66.19,905.81,1805.1399999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-30.cnf,5.470000000000001,60.56,900.8599999999999,1799.8700000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-40.cnf,5.26,60.31,899.94,1799.46
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-50.cnf,5.05,60.019999999999996,899.7,1799.4
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-60.cnf,5.04,60.01,899.5,1798.93
BayesianNetwork/DQMR/qmr-100/or-100-20-1.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-10.cnf,2143.17,2210.54,3061.39,3937.72
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf,135.32999999999998,185.23,1027.79,1929.1499999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-30.cnf,140.37,191.29000000000002,1031.8,1930.82
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-40.cnf,5.0600000000000005,60.050000000000004,899.72,1799.25
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-50.cnf,4.72,56.309999999999995,844.1899999999999,1688.4
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-60.cnf,4.67,55.49,831.53,1662.74
BayesianNetwork/DQMR/qmr-100/or-100-20-2.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-10.cnf,82.0,136.35,966.3499999999999,1853.09
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-20.cnf,15.77,71.0,898.29,1785.47
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-30.cnf,5.88,60.11,886.0300000000001,1770.42
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-40.cnf,4.93,58.660000000000004,878.95,1758.17
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-50.cnf,8.729999999999999,62.190000000000005,875.5799999999999,1747.34
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-60.cnf,5.69,59.0,870.17,1739.22
BayesianNetwork/DQMR/qmr-100/or-100-20-3.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-10.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-20.cnf,1402.62,1438.85,2288.29,3177.31
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-30.cnf,10.08,64.86,904.54,1804.08
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-40.cnf,5.52,60.5,900.17,1799.6399999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-50.cnf,4.6899999999999995,55.59,832.87,1665.1899999999998
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-60.cnf,4.47,52.54,786.86,1573.39
BayesianNetwork/DQMR/qmr-100/or-100-20-4.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-10.cnf,75.44,129.63,970.06,1869.6299999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-20.cnf,8.149999999999999,63.25,902.97,1802.6100000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-30.cnf,11.25,66.29,905.97,1805.5200000000002
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-40.cnf,5.14,59.19,883.73,1767.2199999999998
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-50.cnf,5.069999999999999,60.05,899.61,1799.25
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-60.cnf,5.0600000000000005,60.04,899.4399999999999,1799.1299999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-5.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-10.cnf,347.17,403.26,1241.2199999999998,2143.65
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-20.cnf,22.79,77.57000000000001,916.95,1816.9
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-30.cnf,5.819999999999999,61.0,900.6400000000001,1800.3700000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-40.cnf,4.87,57.74,865.43,1730.4399999999998
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-50.cnf,4.7700000000000005,56.82,851.69,1703.18
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-60.cnf,4.83,57.51,862.05,1723.79
BayesianNetwork/DQMR/qmr-100/or-100-20-6.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-10.cnf,1349.97,1404.76,2261.85,3107.0699999999997
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-20.cnf,15.450000000000001,70.55999999999999,910.1999999999999,1809.9399999999998
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-30.cnf,5.16,60.17,899.78,1799.4499999999998
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-40.cnf,5.02,58.94,882.32,1764.3799999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-50.cnf,4.9399999999999995,58.739999999999995,880.33,1760.4599999999998
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-60.cnf,2.65,30.96,463.24,926.05
BayesianNetwork/DQMR/qmr-100/or-100-20-7.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-10.cnf,540.76,592.81,1432.26,2333.14
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-20.cnf,19.330000000000002,75.06,938.37,1813.27
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-30.cnf,5.4,60.49,900.13,1799.67
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-40.cnf,5.359999999999999,60.400000000000006,900.39,1799.6100000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-50.cnf,5.0600000000000005,60.04,899.64,1799.1399999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-60.cnf,5.04,60.03,899.5699999999999,1798.71
BayesianNetwork/DQMR/qmr-100/or-100-20-8.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-10.cnf,2774.94,2772.3599999999997,3659.83,4567.969999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-20.cnf,11.56,66.66,906.12,1805.57
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-30.cnf,6.319999999999999,61.43,901.1800000000001,1800.77
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-40.cnf,5.21,60.19,899.8100000000001,1799.49
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-50.cnf,5.04,60.01,899.62,1799.0200000000002
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-60.cnf,5.04,60.03,899.62,1798.75
BayesianNetwork/DQMR/qmr-100/or-100-20-9.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-10.cnf,235.29000000000002,284.34000000000003,1125.8200000000002,2030.01
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-20.cnf,12.049999999999999,67.24000000000001,906.63,1806.23
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-30.cnf,5.4799999999999995,60.580000000000005,900.14,1799.59
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-40.cnf,4.79,56.870000000000005,852.24,1704.2199999999998
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-50.cnf,4.2700000000000005,50.44,755.47,1510.23
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-60.cnf,4.21,49.38,739.49,1478.79
BayesianNetwork/DQMR/qmr-100/or-100-5-10.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-10.cnf,15.75,69.82,909.47,1809.2
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-20.cnf,5.0,59.11,885.58,1771.19
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-30.cnf,4.62,54.54,816.87,1633.23
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-40.cnf,4.34,50.51,755.49,1510.4399999999998
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-50.cnf,4.07,47.09,704.82,1408.71
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-60.cnf,3.49,41.089999999999996,615.1600000000001,1230.02
BayesianNetwork/DQMR/qmr-100/or-100-5-1.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-10.cnf,9.16,64.55,903.95,1803.3000000000002
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-20.cnf,4.89,57.8,865.65,1731.26
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-30.cnf,4.74,56.44,845.8,1691.59
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-40.cnf,4.2299999999999995,50.42,755.52,1510.74
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-50.cnf,4.0600000000000005,48.02,719.45,1437.9699999999998
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-60.cnf,3.63,42.870000000000005,641.97,1283.76
BayesianNetwork/DQMR/qmr-100/or-100-5-2.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-10.cnf,66.14999999999999,121.92,962.1500000000001,1861.04
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-20.cnf,5.16,59.41,887.01,1773.75
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-30.cnf,4.97,59.02,884.38,1768.6200000000001
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-40.cnf,4.8100000000000005,57.11,855.73,1710.91
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-50.cnf,4.76,56.13,840.64,1681.07
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-60.cnf,4.83,56.99,853.1899999999999,1705.8400000000001
BayesianNetwork/DQMR/qmr-100/or-100-5-3.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-10.cnf,5.16,60.18,899.72,1799.31
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-20.cnf,4.96,58.88,882.37,1764.4099999999999
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-30.cnf,4.92,58.75,880.75,1761.26
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-40.cnf,4.8,57.129999999999995,856.29,1712.27
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-50.cnf,4.62,54.739999999999995,820.2099999999999,1639.7900000000002
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-60.cnf,3.1799999999999997,36.75,549.52,1098.51
BayesianNetwork/DQMR/qmr-100/or-100-5-4.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-10.cnf,76.23,129.60999999999999,960.43,1850.6200000000001
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-20.cnf,23.96,78.11999999999999,906.44,1794.25
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-30.cnf,4.95,58.849999999999994,882.02,1763.97
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-40.cnf,4.91,58.46,876.09,1751.95
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-50.cnf,4.33,51.23,767.6800000000001,1534.32
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-60.cnf,4.78,56.160000000000004,841.22,1682.1599999999999
BayesianNetwork/DQMR/qmr-100/or-100-5-5.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-10.cnf,1699.98,1744.8999999999999,2586.89,3432.87
BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-20.cnf,5.3100000000000005,60.370000000000005,899.8900000000001,1799.67
BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-30.cnf,5.04,60.03,899.6999999999999,1799.19
BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-40.cnf,4.92,58.550000000000004,877.6,1755.11
BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-50.cnf,4.75,56.279999999999994,843.2,1686.48
BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-60.cnf,4.890000000000001,58.0,868.99,1737.73
BayesianNetwork/DQMR/qmr-100/or-100-5-6.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-6-UC-10.cnf,6.2299999999999995,61.43,901.04,1800.8200000000002
BayesianNetwork/DQMR/qmr-100/or-100-5-6-UC-20.cnf,5.05,60.04,899.62,1799.0700000000002
BayesianNetwork/DQMR/qmr-100/or-100-5-6-UC-30.cnf,5.0600000000000005,60.03,899.44,1799.07
BayesianNetwork/DQMR/qmr-100/or-100-5-6-UC-40.cnf,5.109999999999999,60.08,899.48,1798.2
BayesianNetwork/DQMR/qmr-100/or-100-5-6-UC-50.cnf,5.12,60.09,899.1700000000001,1797.65
BayesianNetwork/DQMR/qmr-100/or-100-5-6-UC-60.cnf,4.74,55.74,834.91,1669.59
BayesianNetwork/DQMR/qmr-100/or-100-5-7.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-10.cnf,19.11,74.09,913.9799999999999,1813.44
BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-20.cnf,5.61,60.75,900.38,1800.01
BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-30.cnf,4.95,58.86,882.0999999999999,1764.3
BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-40.cnf,4.760000000000001,56.73,850.17,1700.31
BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-50.cnf,4.59,53.760000000000005,804.77,1609.1799999999998
BayesianNetwork/DQMR/qmr-100/or-100-5-7-UC-60.cnf,3.9899999999999998,46.71,699.4,1398.3000000000002
BayesianNetwork/DQMR/qmr-100/or-100-5-8.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-8-UC-10.cnf,187.57,241.88,1084.35,1982.48
BayesianNetwork/DQMR/qmr-100/or-100-5-8-UC-20.cnf,5.2,60.21,899.73,1799.64
BayesianNetwork/DQMR/qmr-100/or-100-5-8-UC-30.cnf,5.04,60.02,899.57,1799.01
BayesianNetwork/DQMR/qmr-100/or-100-5-8-UC-40.cnf,4.91,58.11,870.47,1740.42
BayesianNetwork/DQMR/qmr-100/or-100-5-8-UC-50.cnf,4.140000000000001,48.8,730.58,1460.96
BayesianNetwork/DQMR/qmr-100/or-100-5-8-UC-60.cnf,3.99,47.38,709.62,1418.77
BayesianNetwork/DQMR/qmr-100/or-100-5-9.cnf,TO,TO,TO,TO
BayesianNetwork/DQMR/qmr-100/or-100-5-9-UC-10.cnf,19.4,74.27,913.76,1813.14
BayesianNetwork/DQMR/qmr-100/or-100-5-9-UC-20.cnf,4.9799999999999995,58.24,871.88,1743.6200000000001
BayesianNetwork/DQMR/qmr-100/or-100-5-9-UC-30.cnf,4.930000000000001,58.69,879.5899999999999,1759.16
BayesianNetwork/DQMR/qmr-100/or-100-5-9-UC-40.cnf,4.9399999999999995,57.8,864.88,1729.41
BayesianNetwork/DQMR/qmr-100/or-100-5-9-UC-50.cnf,4.87,57.239999999999995,856.41,1712.59
BayesianNetwork/DQMR/qmr-100/or-100-5-9-UC-60.cnf,4.82,56.45,844.74,1688.95
BayesianNetwork/DQMR/qmr-50/or-50-10-10.cnf,8.41,63.61,903.13,1802.8
BayesianNetwork/DQMR/qmr-50/or-50-10-10-UC-10.cnf,5.04,60.059999999999995,899.7,1799.27
BayesianNetwork/DQMR/qmr-50/or-50-10-10-UC-20.cnf,4.86,57.86,867.37,1734.54
BayesianNetwork/DQMR/qmr-50/or-50-10-10-UC-30.cnf,4.819999999999999,57.480000000000004,860.99,1721.68
BayesianNetwork/DQMR/qmr-50/or-50-10-10-UC-40.cnf,4.79,56.3,842.9699999999999,1684.9299999999998
BayesianNetwork/DQMR/qmr-50/or-50-10-1.cnf,7.25,62.440000000000005,902.3499999999999,1801.57
BayesianNetwork/DQMR/qmr-50/or-50-10-1-UC-10.cnf,5.14,60.15,899.8100000000001,1799.23
BayesianNetwork/DQMR/qmr-50/or-50-10-1-UC-20.cnf,5.0600000000000005,60.01,899.57,1798.9399999999998
BayesianNetwork/DQMR/qmr-50/or-50-10-1-UC-30.cnf,5.05,60.02,899.37,1798.6100000000001
BayesianNetwork/DQMR/qmr-50/or-50-10-1-UC-40.cnf,4.56,54.31,812.8900000000001,1626.34
BayesianNetwork/DQMR/qmr-50/or-50-10-2.cnf,5.949999999999999,60.910000000000004,900.52,1799.92
