instance,sharpsat,sharpsat_tw,avg_hit.sharpsat,avg_hit.sharpsat_tw,hit_rate.sharpsat,hit_rate.sharpsat_tw
BayesianNetwork/Ace/fs-25.net.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/Ace/fs-28.net.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/Ace/fs-29.net.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/Ace/mastermind_03_08_04.net.cnf,6.859999999999999,902.13,265.373,45.5281,0.504553,0.18138199999999993
BayesianNetwork/Ace/mastermind_03_08_05.net.cnf,78.48,933.1400000000001,319.853,60.5415,0.470058,0.341896
BayesianNetwork/Ace/mastermind_04_08_04.net.cnf,131.42000000000002,913.1500000000001,266.687,42.6974,0.6537219999999999,0.38267799999999996
BayesianNetwork/Ace/mastermind_05_08_03.net.cnf,10.06,901.77,161.071,30.1709,0.7023539999999999,0.35877899999999996
BayesianNetwork/Ace/mastermind_06_08_03.net.cnf,44.36,903.3,208.363,39.2907,0.709206,0.363158
BayesianNetwork/Ace/mastermind_10_08_03.net.cnf,186.51000000000002,922.0699999999999,207.857,76.8119,0.6138920000000001,0.350163
BayesianNetwork/DQMR/qmr-100/or-100-10-10.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-10-10-UC-10.cnf,980.56,1149.85,11.4047,18.0372,0.782607,0.750191
BayesianNetwork/DQMR/qmr-100/or-100-10-10-UC-20.cnf,0.060000000000000005,899.61,6.97285,9.26253,0.761756,0.7243310000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-10-UC-30.cnf,0.03,899.62,7.75532,6.27574,0.6686989999999999,0.700129
BayesianNetwork/DQMR/qmr-100/or-100-10-10-UC-40.cnf,0.01,793.7,4.375,5.47368,0.23188399999999998,0.30158699999999994
BayesianNetwork/DQMR/qmr-100/or-100-10-10-UC-50.cnf,0.01,899.47,4.97647,4.81053,0.524691,0.582822
BayesianNetwork/DQMR/qmr-100/or-100-10-10-UC-60.cnf,0.01,681.4100000000001,2.5,2.5,0.09999999999999998,0.09999999999999998
BayesianNetwork/DQMR/qmr-100/or-100-10-1.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-10-1-UC-10.cnf,132.85000000000002,944.5799999999999,11.8286,18.9571,0.776906,0.741672
BayesianNetwork/DQMR/qmr-100/or-100-10-1-UC-20.cnf,0.19999999999999998,884.8199999999999,8.69661,10.2439,0.7412430000000001,0.774621
BayesianNetwork/DQMR/qmr-100/or-100-10-1-UC-30.cnf,0.02,881.4300000000001,8.90654,8.78553,0.7285109999999999,0.676573
BayesianNetwork/DQMR/qmr-100/or-100-10-1-UC-40.cnf,0.01,795.69,3.1,3,0.25641,0.30000000000000004
BayesianNetwork/DQMR/qmr-100/or-100-10-1-UC-50.cnf,0.01,740.54,2.5,2.5,0.19999999999999996,0.19999999999999996
BayesianNetwork/DQMR/qmr-100/or-100-10-1-UC-60.cnf,0.01,735.6800000000001,2.33333,2.33333,0.166667,0.166667
BayesianNetwork/DQMR/qmr-100/or-100-10-2.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-10.cnf,2790.7,1830.82,10.5599,19.6573,0.782199,0.711881
BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-20.cnf,1.01,899.98,8.80364,13.9885,0.78119,0.75215
BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-30.cnf,0.41000000000000003,899.78,7.60004,14.0164,0.778735,0.741673
BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-40.cnf,0.02,857.66,5.89346,6.31351,0.657643,0.594855
BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-50.cnf,0.01,816.49,3.66071,3.91379,0.46666699999999994,0.483333
BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-60.cnf,0.01,656.08,2,2,0.050000000000000044,0.050000000000000044
BayesianNetwork/DQMR/qmr-100/or-100-10-3.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-10.cnf,2069.31,1050.4799999999998,10.3203,18.9729,0.775036,0.704746
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-20.cnf,26.45,901.37,8.67943,18.4119,0.759603,0.7427969999999999
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-30.cnf,0.1,884.1800000000001,6.84623,11.8603,0.749193,0.759863
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-40.cnf,0.01,776.2,4.35821,5.06349,0.47517699999999996,0.49218800000000007
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-50.cnf,0.01,699.55,3.58824,3.7619,0.309091,0.362069
BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-60.cnf,0.01,662.52,3.25,3.4,0.15384600000000004,0.19230800000000003
BayesianNetwork/DQMR/qmr-100/or-100-10-4.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-10.cnf,2164.01,1500.3600000000001,11.4227,19.1875,0.781456,0.734359
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-20.cnf,1.3900000000000001,900.59,9.63684,13.8502,0.785203,0.779429
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-30.cnf,0.08,899.62,7.76752,12.7812,0.7658739999999999,0.73346
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-40.cnf,0.03,879.6300000000001,7.79344,7.04103,0.7131719999999999,0.668954
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-50.cnf,0.01,860.3900000000001,2.53846,4.38462,0.27659599999999995,0.32499999999999996
BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-60.cnf,0.02,829.74,0,0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-10-5.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-10.cnf,1550.98,1169.69,11.2449,18.1302,0.77646,0.731175
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-20.cnf,4.07,900.5500000000001,9.50772,16.9195,0.776526,0.7441880000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-30.cnf,0.22,899.5500000000001,7.20204,11.2431,0.76723,0.776475
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-40.cnf,0.02,899.59,7.09389,7.28372,0.733976,0.7221869999999999
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-50.cnf,0.03,899.6,6.37692,5.88618,0.681818,0.65252
BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-60.cnf,0.02,839.13,2,2,0.05882399999999999,0.05882399999999999
BayesianNetwork/DQMR/qmr-100/or-100-10-6.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-10.cnf,902.01,1127.47,12.2496,21.0941,0.782978,0.726243
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-20.cnf,1.6700000000000002,900.1899999999999,9.33673,18.0047,0.783819,0.710431
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-30.cnf,0.05,882.46,7.30876,10.9188,0.772446,0.7357929999999999
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-40.cnf,0.01,850.19,6.0125,7.00806,0.6349210000000001,0.558559
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-50.cnf,0.02,791.3599999999999,4.38462,5,0.38805999999999996,0.43999999999999995
BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-60.cnf,0.02,730.8499999999999,3.875,4.33333,0.27586200000000005,0.230769
BayesianNetwork/DQMR/qmr-100/or-100-10-7.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-10.cnf,361.37,981.0600000000001,9.88951,20.817,0.776218,0.701766
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-20.cnf,6.180000000000001,900.5,8.84642,15.2837,0.765791,0.7257020000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-30.cnf,0.13999999999999999,851.32,6.52534,11.4198,0.7486200000000001,0.710772
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-40.cnf,0.03,840.9699999999999,5.26017,7.75793,0.7176180000000001,0.714636
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-50.cnf,0.02,836.48,4.1711,6.08333,0.6087960000000001,0.621359
BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-60.cnf,0.02,709.9200000000001,3.45,6.76471,0.38461500000000004,0.354167
BayesianNetwork/DQMR/qmr-100/or-100-10-8.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-10.cnf,212.55,958.79,10.347,20.0886,0.79049,0.7423420000000001
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-20.cnf,0.7100000000000001,899.85,8.93674,14.4865,0.796319,0.769085
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-30.cnf,0.14,899.74,8.75339,11.9358,0.787415,0.763541
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-40.cnf,0.02,864.0500000000001,8.4462,7.98368,0.731695,0.6671849999999999
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-50.cnf,0.02,878.1099999999999,6.5875,5.42529,0.653061,0.612676
BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-60.cnf,0.01,841.4499999999999,5.16981,4.90196,0.490741,0.47663600000000006
BayesianNetwork/DQMR/qmr-100/or-100-10-9.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-10.cnf,TO,2562.6899999999996,0.0,17.4646,0.0,0.757292
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-20.cnf,19.36,904.0,9.04874,18.1467,0.778045,0.725329
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-30.cnf,0.93,899.8499999999999,7.29769,11.1491,0.770465,0.769809
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-40.cnf,0.19999999999999998,899.6500000000001,5.88713,9.21324,0.735124,0.739796
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-50.cnf,0.03,899.63,4.84188,6.36475,0.6883710000000001,0.6715599999999999
BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-60.cnf,0.02,866.24,4.4908,4.04861,0.59707,0.5806450000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-10.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-10.cnf,6746.03,1836.1100000000001,11.4542,21.9701,0.772752,0.7066140000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-20.cnf,41.22,905.81,9.38924,21.5032,0.777699,0.689279
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-30.cnf,1.83,900.8599999999999,8.24094,13.3023,0.773523,0.750839
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-40.cnf,0.81,899.94,7.60949,13.0869,0.770999,0.763287
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-50.cnf,0.05,899.7,6.29511,10.038,0.7512,0.710434
BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-60.cnf,0.02,899.5,5.25851,6.90608,0.7113609999999999,0.7207570000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-1.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-10.cnf,TO,3061.39,0.0,18.9371,0.0,0.7399279999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf,519.87,1027.79,9.23002,17.7415,0.7740319999999999,0.726182
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-30.cnf,351.76,1031.8,8.9811,17.043,0.7712559999999999,0.732682
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-40.cnf,0.05,899.72,6.01079,8.25659,0.761202,0.749285
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-50.cnf,0.02,844.1899999999999,5.35635,4.93664,0.645276,0.6875
BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-60.cnf,0.01,831.53,4.20642,6.13725,0.58445,0.618182
BayesianNetwork/DQMR/qmr-100/or-100-20-2.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-10.cnf,336.95,966.3499999999999,11.1316,18.6743,0.772867,0.713452
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-20.cnf,27.3,898.29,9.51233,15.3907,0.771792,0.734488
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-30.cnf,2.88,886.0300000000001,8.40726,12.4005,0.771205,0.747581
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-40.cnf,0.04,878.95,6.07265,7.68661,0.7087749999999999,0.725364
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-50.cnf,9.09,875.5799999999999,8.37056,14.8731,0.770489,0.7163660000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-60.cnf,1.83,870.17,7.38979,11.5614,0.76804,0.724796
BayesianNetwork/DQMR/qmr-100/or-100-20-3.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-10.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-20.cnf,3996.8500000000004,2288.29,10.3119,22.3526,0.782921,0.6983969999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-30.cnf,13.87,904.54,9.32282,13.7945,0.779274,0.760532
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-40.cnf,1.27,900.17,8.3751,10.9582,0.766796,0.755178
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-50.cnf,0.01,832.87,3.93182,5.67857,0.411215,0.495575
BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-60.cnf,0.02,786.86,2,3,0.17391299999999998,0.26087000000000005
BayesianNetwork/DQMR/qmr-100/or-100-20-4.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-10.cnf,1301.7099999999998,970.06,11.0741,18.5016,0.771484,0.732903
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-20.cnf,14.12,902.97,9.22864,15.4402,0.774039,0.761986
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-30.cnf,43.5,905.97,9.20543,16.3473,0.756976,0.714646
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-40.cnf,0.5700000000000001,883.73,7.87807,14.4389,0.735484,0.7443960000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-50.cnf,0.05,899.61,6.71856,7.16863,0.7087680000000001,0.724985
BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-60.cnf,0.04,899.4399999999999,6.33026,6.56006,0.6770160000000001,0.721584
BayesianNetwork/DQMR/qmr-100/or-100-20-5.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-10.cnf,2720.5499999999997,1241.2199999999998,10.4656,19.2918,0.77702,0.71129
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-20.cnf,130.95,916.95,9.39618,15.032,0.774913,0.7400599999999999
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-30.cnf,3.01,900.6400000000001,8.41545,12.0076,0.775502,0.755039
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-40.cnf,0.06999999999999999,865.43,6.80139,10.7857,0.753971,0.734129
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-50.cnf,0.02,851.69,6.32158,5.65394,0.6914389999999999,0.717949
BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-60.cnf,0.02,862.05,4.06711,4.13699,0.615702,0.618644
BayesianNetwork/DQMR/qmr-100/or-100-20-6.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-10.cnf,4634.4800000000005,2261.85,10.6997,21.6911,0.778421,0.721678
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-20.cnf,54.370000000000005,910.1999999999999,8.45689,17.2243,0.779426,0.709984
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-30.cnf,0.46,899.78,6.34334,12.2133,0.776631,0.7443580000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-40.cnf,0.12,882.32,5.52446,9.42418,0.764044,0.744965
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-50.cnf,0.05,880.33,5.12494,6.36834,0.744985,0.734688
BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-60.cnf,0.02,463.24,2,2,0.050000000000000044,0.050000000000000044
BayesianNetwork/DQMR/qmr-100/or-100-20-7.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-10.cnf,2341.28,1432.26,11.4356,22.1894,0.772443,0.665396
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-20.cnf,73.84,938.37,10.2051,18.3648,0.7700359999999999,0.680617
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-30.cnf,1.25,900.13,7.79864,13.9987,0.77297,0.764518
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-40.cnf,1.21,900.39,7.1334,11.2719,0.768027,0.7651760000000001
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-50.cnf,0.08,899.64,5.77791,7.53724,0.744553,0.728035
BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-60.cnf,0.03,899.5699999999999,4.39431,6.19333,0.6739729999999999,0.646552
BayesianNetwork/DQMR/qmr-100/or-100-20-8.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-10.cnf,5806.53,3659.83,11.3985,20.6612,0.7789539999999999,0.710024
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-20.cnf,18.75,906.12,9.15367,14.2298,0.7806040000000001,0.73468
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-30.cnf,6.59,901.1800000000001,8.01491,13.0721,0.755906,0.74553
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-40.cnf,0.59,899.8100000000001,7.10555,9.5243,0.75605,0.761174
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-50.cnf,0.03,899.62,6.47938,8.43101,0.714649,0.735696
BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-60.cnf,0.02,899.62,7.26821,7.26855,0.694779,0.711605
BayesianNetwork/DQMR/qmr-100/or-100-20-9.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-10.cnf,2838.8700000000003,1125.8200000000002,10.9974,23.1949,0.776973,0.72475
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-20.cnf,61.79,906.63,9.47577,15.0163,0.7711129999999999,0.742513
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-30.cnf,1.34,900.14,8.16312,15.098,0.79523,0.776072
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-40.cnf,0.02,852.24,5.31018,5.59722,0.695506,0.653061
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-50.cnf,0.01,755.47,3.54545,4.75,0.434211,0.31372500000000003
BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-60.cnf,0.02,739.49,2.6,2.85714,0.15625,0.205882
BayesianNetwork/DQMR/qmr-100/or-100-5-10.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-10.cnf,129.48,909.47,10.8736,21.7265,0.7834829999999999,0.7452289999999999
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-20.cnf,0.18,885.58,7.78342,11.2191,0.7625390000000001,0.769672
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-30.cnf,0.01,816.87,5.03653,7.01333,0.579365,0.583658
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-40.cnf,0.01,755.49,2.5,2.5,0.14814800000000006,0.14814800000000006
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-50.cnf,0.02,704.82,0,0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-5-10-UC-60.cnf,0.01,615.1600000000001,0,0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-5-1.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-10.cnf,11.5,903.95,8.76578,12.9628,0.78667,0.783226
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-20.cnf,0.07,865.65,6.50862,8.00402,0.754093,0.775279
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-30.cnf,0.01,845.8,6.04208,6.35211,0.6276729999999999,0.602972
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-40.cnf,0.01,755.52,5.42857,6.16667,0.42168700000000003,0.473684
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-50.cnf,0.02,719.45,4.5,5.16667,0.18181799999999992,0.285714
BayesianNetwork/DQMR/qmr-100/or-100-5-1-UC-60.cnf,0.02,641.97,0,0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-5-2.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-10.cnf,347.93,962.1500000000001,10.7538,20.1278,0.778398,0.729978
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-20.cnf,0.85,887.01,8.50683,11.2374,0.7765880000000001,0.784972
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-30.cnf,0.07,884.38,6.3932,7.4891,0.773311,0.807362
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-40.cnf,0.02,855.73,4.85236,5.69301,0.658031,0.67418
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-50.cnf,0.01,840.64,3.93605,4.49697,0.5566340000000001,0.617978
BayesianNetwork/DQMR/qmr-100/or-100-5-2-UC-60.cnf,0.02,853.1899999999999,3,3.25,0.07142899999999996,0.142857
BayesianNetwork/DQMR/qmr-100/or-100-5-3.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-10.cnf,0.61,899.72,9.40598,15.0821,0.781035,0.748804
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-20.cnf,0.02,882.37,8.36346,8.57687,0.7052780000000001,0.662617
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-30.cnf,0.03,880.75,7.63683,7.60792,0.710526,0.667107
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-40.cnf,0.02,856.29,6.26113,6.26738,0.668651,0.617162
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-50.cnf,0.01,820.2099999999999,5.19718,6.38095,0.49305599999999994,0.5
BayesianNetwork/DQMR/qmr-100/or-100-5-3-UC-60.cnf,0.02,549.52,0,0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-5-4.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-10.cnf,555.5600000000001,960.43,11.215,19.9657,0.78093,0.720432
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-20.cnf,74.68,906.44,9.81451,20.5855,0.772997,0.727553
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-30.cnf,0.04,882.02,6.31748,11.9805,0.756535,0.711382
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-40.cnf,0.03,876.09,5.55859,6.01042,0.70089,0.6590389999999999
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-50.cnf,0.02,767.6800000000001,4.07692,5.5625,0.412698,0.39024400000000004
BayesianNetwork/DQMR/qmr-100/or-100-5-4-UC-60.cnf,0.01,841.22,2,2,0.142857,0.1052630000000001
BayesianNetwork/DQMR/qmr-100/or-100-5-5.cnf,TO,TO,0.0,0.0,0.0,0.0
BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-10.cnf,5693.2,2586.89,11.8652,21.9399,0.775246,0.7249399999999999
BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-20.cnf,2.8899999999999997,899.8900000000001,9.00019,16.6615,0.7674259999999999,0.728089
BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-30.cnf,0.03,899.6999999999999,9.07378,10.2355,0.7472099999999999,0.734081
BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-40.cnf,0.02,877.6,6.95482,7.71779,0.647173,0.578014
BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-50.cnf,0.02,843.2,3.89583,4.02381,0.475248,0.456522
BayesianNetwork/DQMR/qmr-100/or-100-5-5-UC-60.cnf,0.01,868.99,3.91489,4.04878,0.479592,0.465909
BayesianNetwork/DQMR/qmr-100/or-100-5-6.cnf,TO,TO,0.0,0.0,0.0,0.0
